ep	lat	lon	d_lat	d_lon	gpsweek	date
AZUL	-36.76702223009906	-59.8812801842934	-0.001	0.001	1687	2012-05-09
BCAR	-37.76123356567683	-58.30109509354228	-0.007	0.003	1687	2012-05-09
CATA	-28.470985029061833	-65.77412091331433	-0.002	-0.002	1687	2012-05-09
CHAC	-27.42043994273047	-58.959693116768456	0.000	-0.001	1687	2012-05-09
CSLO	-31.78488726582588	-69.30221395819393	0.014	0.036	1687	2012-05-09
ESQU	-42.91711362530842	-71.32340060433296	-0.001	0.000	1687	2012-05-09
GUAY	-31.869130428540167	-59.02622282602728	-0.000	-0.001	1687	2012-05-09
IGM1	-34.57224370224664	-58.4393193260698	-0.001	-0.002	1687	2012-05-09
JBAL	-27.584408297893866	-65.62274965425992	0.005	0.010	1687	2012-05-09
LHCL	-38.00265952311207	-65.59524722917732	0.007	-0.000	1687	2012-05-09
LPGS	-34.906745112175344	-57.93229954069133	-0.000	0.000	1687	2012-05-09
MPL2	-38.00576733725101	-57.57129728813324	0.001	0.001	1687	2012-05-09
MZAC	-32.89515276182431	-68.87557364319174	0.013	0.023	1687	2012-05-09
MZAE	-33.2548431926997	-68.15006143589231	-0.001	-0.022	1687	2012-05-09
RIO2	-53.78547188615282	-67.75111788925638	-0.001	-0.007	1687	2012-05-09
SL01	-33.15635627824368	-66.31400958032137	-0.014	-0.009	1687	2012-05-09
SRLP	-36.621499459860786	-64.28040465777126	-0.002	-0.003	1687	2012-05-09
TERO	-27.789145165540354	-64.25678073035498	0.001	0.003	1687	2012-05-09
TUCU	-26.843255097854012	-65.23035158308355	-0.002	0.002	1687	2012-05-09
UCOR	-31.434959985505085	-64.19350560160618	-0.002	-0.004	1687	2012-05-09
UNPA	-51.64799258327335	-69.20865409567784	0.004	-0.000	1687	2012-05-09
UNRO	-32.959352931138326	-60.62842521633276	0.000	0.002	1687	2012-05-09
UNSA	-24.727456333435057	-65.40764329775263	0.001	-0.003	1687	2012-05-09
UNSJ	-31.54125781896486	-68.57706068957148	0.006	0.017	1687	2012-05-09
UYPA	-32.291249580770206	-58.067188502863395	-0.000	-0.001	1687	2012-05-09
UYSO	-33.2612616143228	-58.01361780371121	-0.001	0.001	1687	2012-05-09
VBCA	-38.700768190358396	-62.26922711152452	0.001	-0.004	1687	2012-05-09
