ep	lat	lon	d_lat	d_lon	gpsweek	date
ALUM	-27.32342674159197	-66.5966282660134	-0.009	-0.010	1838	2015-04-01
AUTF	-54.83952495941909	-68.30356658110837	-0.004	0.039	1838	2015-04-01
AZUL	-36.76702223009906	-59.8812801842934	0.005	-0.007	1838	2015-04-01
BCAR	-37.76123356567683	-58.30109509354228	-0.006	-0.000	1838	2015-04-01
CATA	-28.470985029061833	-65.77412091331433	-0.004	0.011	1838	2015-04-01
CHAC	-27.42043994273047	-58.959693116768456	0.006	0.004	1838	2015-04-01
CORD	-31.52843459008249	-64.47004826897802	0.001	0.005	1838	2015-04-01
COYQ	-45.51434093340902	-71.89208081758498	-0.038	0.004	1838	2015-04-01
CSLO	-31.78488726582588	-69.30221395819393	0.041	0.091	1838	2015-04-01
EBYP	-27.36894412524986	-55.89217452451775	0.008	0.000	1838	2015-04-01
ESQU	-42.91711362530842	-71.32340060433296	-0.022	0.018	1838	2015-04-01
GUAY	-31.869130428540167	-59.02622282602728	-0.012	-0.003	1838	2015-04-01
IGM1	-34.57224370224664	-58.4393193260698	-0.006	-0.003	1838	2015-04-01
LHCL	-38.00265952311207	-65.59524722917732	-0.014	-0.020	1838	2015-04-01
LPGS	-34.906745112175344	-57.93229954069133	0.004	-0.001	1838	2015-04-01
MA01	-38.951048919885025	-68.05735158169708	0.051	0.098	1838	2015-04-01
MGUE	-35.7773519757052	-69.39791955304007	0.152	-0.496	1838	2015-04-01
MPL2	-38.00576733725101	-57.57129728813324	0.007	0.005	1838	2015-04-01
MZAC	-32.89515276182431	-68.87557364319174	-0.001	0.059	1838	2015-04-01
MZAE	-33.2548431926997	-68.15006143589231	0.011	0.068	1838	2015-04-01
MZAU	-33.73595663937883	-69.11841199430093	-0.016	-0.203	1838	2015-04-01
MZGA	-34.97843322273402	-67.69616573922097	-0.067	0.137	1838	2015-04-01
NESA	-40.105393075307816	-64.45400475037691	-0.011	0.048	1838	2015-04-01
PEJO	-35.80632460569043	-61.894638641610676	-0.015	0.023	1838	2015-04-01
PRCV	-24.962753927614642	-53.46632948558449	0.014	0.003	1838	2015-04-01
PRNA	-31.781435877828756	-60.46943928335337	0.022	0.004	1838	2015-04-01
RIO2	-53.78547188615282	-67.75111788925638	-0.007	-0.026	1838	2015-04-01
RSAL	-29.789444676676577	-55.768839926369246	0.006	0.000	1838	2015-04-01
RSCL	-28.141879535665133	-54.754759511457145	-0.003	0.002	1838	2015-04-01
RWSN	-43.298880660070104	-65.10724833970625	-0.005	0.093	1838	2015-04-01
SL01	-33.15635627824368	-66.31400958032137	-0.047	0.037	1838	2015-04-01
SRLP	-36.621499459860786	-64.28040465777126	-0.004	-0.007	1838	2015-04-01
SVIC	-26.993713676290895	-54.48752051750666	-0.010	-0.003	1838	2015-04-01
TERO	-27.789145165540354	-64.25678073035498	0.015	-0.001	1838	2015-04-01
TUCU	-26.843255097854012	-65.23035158308355	-0.001	0.000	1838	2015-04-01
UCOR	-31.434959985505085	-64.19350560160618	0.012	0.005	1838	2015-04-01
UNPA	-51.64799258327335	-69.20865409567784	0.034	-0.002	1838	2015-04-01
UNRO	-32.959352931138326	-60.62842521633276	-0.016	-0.004	1838	2015-04-01
UNSA	-24.727456333435057	-65.40764329775263	0.014	-0.004	1838	2015-04-01
UNSJ	-31.54125781896486	-68.57706068957148	0.010	0.046	1838	2015-04-01
UYPA	-32.291249580770206	-58.067188502863395	0.003	-0.002	1838	2015-04-01
UYSO	-33.2612616143228	-58.01361780371121	0.001	0.007	1838	2015-04-01
VBCA	-38.700768190358396	-62.26922711152452	-0.002	0.000	1838	2015-04-01
YCBA	-22.0171034483961	-63.67998476251615	0.011	-0.000	1838	2015-04-01
YEMA	-24.280730908188566	-61.236506049181756	-0.004	-0.009	1838	2015-04-01
