ep	lat	lon	d_lat	d_lon	gpsweek	date
ABRA	-22.722035408913435	-65.69730946312445	0.026	0.079	1969	2017-10-04
AGGO	-34.873708096375246	-58.13985640589829	-0.002	0.000	1969	2017-10-04
AZUL	-36.76702223009906	-59.8812801842934	0.006	-0.013	1969	2017-10-04
BCAR	-37.76123356567683	-58.30109509354228	-0.006	0.001	1969	2017-10-04
BCH1	-41.146773039395406	-71.29891259703122	-0.020	0.051	1969	2017-10-04
CATA	-28.470985029061833	-65.77412091331433	-0.008	-0.003	1969	2017-10-04
CHAC	-27.42043994273047	-58.959693116768456	0.007	0.006	1969	2017-10-04
CORD	-31.52843459008249	-64.47004826897802	-0.004	0.010	1969	2017-10-04
COYQ	-45.51434093340902	-71.89208081758498	-0.034	0.041	1969	2017-10-04
CSLO	-31.78488726582588	-69.30221395819393	0.062	0.027	1969	2017-10-04
EBYP	-27.36894412524986	-55.89217452451775	0.010	0.004	1969	2017-10-04
ESQU	-42.91711362530842	-71.32340060433296	0.002	-0.048	1969	2017-10-04
GUAY	-31.869130428540167	-59.02622282602728	-0.011	-0.002	1969	2017-10-04
IGM1	-34.57224370224664	-58.4393193260698	-0.000	0.001	1969	2017-10-04
JBAL	-27.584408297893866	-65.62274965425992	0.009	0.014	1969	2017-10-04
LPGS	-34.906745112175344	-57.93229954069133	0.004	0.001	1969	2017-10-04
MA01	-38.951048919885025	-68.05735158169708	0.060	0.088	1969	2017-10-04
MGUE	-35.7773519757052	-69.39791955304007	0.159	-0.396	1969	2017-10-04
MPL2	-38.00576733725101	-57.57129728813324	0.008	0.005	1969	2017-10-04
MZAC	-32.89515276182431	-68.87557364319174	0.003	0.073	1969	2017-10-04
MZAE	-33.2548431926997	-68.15006143589231	0.003	0.152	1969	2017-10-04
MZAU	-33.73595663937883	-69.11841199430093	-0.011	-0.122	1969	2017-10-04
MZGA	-34.97843322273402	-67.69616573922097	-0.040	0.241	1969	2017-10-04
MZRF	-34.61237727124794	-68.33148224536684	-0.016	-0.224	1969	2017-10-04
NESA	-40.105393075307816	-64.45400475037691	-0.016	0.004	1969	2017-10-04
PRCV	-24.962753927614642	-53.46632948558449	0.018	0.001	1969	2017-10-04
PRNA	-31.781435877828756	-60.46943928335337	0.014	-0.002	1969	2017-10-04
RECO	-29.14635862122474	-59.66442943950647	-0.001	0.008	1969	2017-10-04
RIO2	-53.78547188615282	-67.75111788925638	-0.022	0.013	1969	2017-10-04
RSAL	-29.789444676676577	-55.768839926369246	-0.002	0.001	1969	2017-10-04
RSCL	-28.141879535665133	-54.754759511457145	0.001	0.001	1969	2017-10-04
RWSN	-43.298880660070104	-65.10724833970625	-0.002	0.111	1969	2017-10-04
SANT	-33.15028802568159	-70.66855372004432	-0.069	0.014	1969	2017-10-04
SL01	-33.15635627824368	-66.31400958032137	-0.055	0.047	1969	2017-10-04
SRLP	-36.621499459860786	-64.28040465777126	0.023	0.035	1969	2017-10-04
SVIC	-26.993713676290895	-54.48752051750666	-0.015	-0.003	1969	2017-10-04
TERO	-27.789145165540354	-64.25678073035498	0.005	-0.012	1969	2017-10-04
TUCU	-26.843255097854012	-65.23035158308355	-0.007	-0.004	1969	2017-10-04
UCOR	-31.434959985505085	-64.19350560160618	0.017	-0.001	1969	2017-10-04
UNPA	-51.64799258327335	-69.20865409567784	0.034	0.005	1969	2017-10-04
UNRO	-32.959352931138326	-60.62842521633276	-0.011	-0.002	1969	2017-10-04
UNSA	-24.727456333435057	-65.40764329775263	0.001	-0.043	1969	2017-10-04
UNSJ	-31.54125781896486	-68.57706068957148	-0.006	0.047	1969	2017-10-04
UYCO	-34.462987084415765	-57.83538153781182	-0.002	-0.003	1969	2017-10-04
UYPA	-32.291249580770206	-58.067188502863395	0.008	-0.001	1969	2017-10-04
UYSA	-31.375171818146526	-57.95978005460757	-0.002	-0.001	1969	2017-10-04
UYSO	-33.2612616143228	-58.01361780371121	-0.001	0.011	1969	2017-10-04
UYTD	-30.946270341751447	-57.52450132296068	0.002	0.004	1969	2017-10-04
VBCA	-38.700768190358396	-62.26922711152452	-0.002	0.002	1969	2017-10-04
YCBA	-22.0171034483961	-63.67998476251615	-0.001	-0.028	1969	2017-10-04
YEMA	-24.280730908188566	-61.236506049181756	-0.003	-0.013	1969	2017-10-04
